image_a,off_a,image_b,off_b,len,delta
4G0907379_0190,0x13bbc4,4G0907379H_0361,0x1628aa,29,0x26ce6
4G0907379_0190,0x13c698,4G0907379H_0361,0x162a24,29,0x2638c
4G0907379_0190,0x13ca3c,4G0907379H_0361,0x162ad4,29,0x26098
4G0907379_0190,0x13ddfe,4G0907379H_0361,0x163016,29,0x25218
4G0907379_0190,0x14e54e,4G0907379H_0361,0x16342a,29,0x14edc
4G0907379_0190,0x14f401,4G0907379H_0361,0x166c69,29,0x17868
4G0907379_0190,0x151334,4G0907379H_0361,0x1671d2,29,0x15e9e
4G0907379_0190,0x151e20,4G0907379H_0361,0x167324,29,0x15504
4G0907379_0190,0x15fffe,4G0907379H_0361,0x17b468,29,0x1b46a
4G0907379_0190,0x1600d0,4G0907379H_0361,0x17b548,29,0x1b478
4G0907379_0190,0x164da4,4G0907379H_0361,0x170788,29,0xb9e4
4G0907379_0190,0x165f6f,4G0907379H_0361,0x17101d,29,0xb0ae
4G0907379_0190,0x1679c1,4G0907379H_0361,0x17152f,29,0x9b6e
4G0907379_0190,0x16d4b0,4G0907379H_0361,0x16a358,29,-0x3158
4G0907379_0190,0xe5617,4G0907379H_0361,0xf6aff,28,0x114e8
4G0907379_0190,0xe64e4,4G0907379H_0361,0xf79b2,28,0x114ce
4G0907379_0190,0xe6ba9,4G0907379H_0361,0xf8035,28,0x1148c
4G0907379_0190,0xe7542,4G0907379H_0361,0xf89ac,28,0x1146a
4G0907379_0190,0xe7622,4G0907379H_0361,0xf8a8e,28,0x1146c
4G0907379_0190,0xee25d,4G0907379H_0361,0xfe9f5,28,0x10798
4G0907379_0190,0xf1c74,4G0907379H_0361,0x105748,28,0x13ad4
4G0907379_0190,0xf38c4,4G0907379H_0361,0x100de8,28,0xd524
4G0907379_0190,0xfb57a,4G0907379H_0361,0x10af5a,28,0xf9e0
4G0907379_0190,0xfc227,4G0907379H_0361,0x10cc79,28,0x10a52
4G0907379_0190,0xfebc6,4G0907379H_0361,0x10e6c2,28,0xfafc
4G0907379_0190,0x100a44,4G0907379H_0361,0x10f25c,28,0xe818
4G0907379_0190,0x1015b4,4G0907379H_0361,0x1116f8,28,0x10144
4G0907379_0190,0x10785c,4G0907379H_0361,0x114d38,28,0xd4dc
4G0907379_0190,0x10d926,4G0907379H_0361,0x11df6e,28,0x10648
4G0907379_0190,0x10db04,4G0907379H_0361,0x1204a0,28,0x1299c
4G0907379_0190,0x1170c7,4G0907379H_0361,0x12818f,28,0x110c8
4G0907379_0190,0x1180ac,4G0907379H_0361,0x12a948,28,0x1289c
4G0907379_0190,0x118221,4G0907379H_0361,0x12aa97,28,0x12876
4G0907379_0190,0x118328,4G0907379H_0361,0x12aba0,28,0x12878
4G0907379_0190,0x119092,4G0907379H_0361,0x12a122,28,0x11090
4G0907379_0190,0x11a10e,4G0907379H_0361,0x12d31c,28,0x1320e
4G0907379_0190,0x11b5c6,4G0907379H_0361,0x12d968,28,0x123a2
4G0907379_0190,0x11e0b2,4G0907379H_0361,0x12fb9a,28,0x11ae8
4G0907379_0190,0x11eede,4G0907379H_0361,0x1312c2,28,0x123e4
4G0907379_0190,0x11f1b0,4G0907379H_0361,0x131594,28,0x123e4
4G0907379_0190,0x120a3a,4G0907379H_0361,0x132b52,28,0x12118
4G0907379_0190,0x1237dc,4G0907379H_0361,0x1344dc,28,0x10d00
4G0907379_0190,0x123cb0,4G0907379H_0361,0x136084,28,0x123d4
4G0907379_0190,0x123f4a,4G0907379H_0361,0x136bf2,28,0x12ca8
4G0907379_0190,0x127528,4G0907379H_0361,0x139d5c,28,0x12834
4G0907379_0190,0x12896a,4G0907379H_0361,0x13c0d2,28,0x13768
4G0907379_0190,0x1292a0,4G0907379H_0361,0x13c02c,28,0x12d8c
4G0907379_0190,0x12ab66,4G0907379H_0361,0x13d28e,28,0x12728
4G0907379_0190,0x12b062,4G0907379H_0361,0x13e12e,28,0x130cc
4G0907379_0190,0x12baac,4G0907379H_0361,0x13e058,28,0x125ac
4G0907379_0190,0x12e984,4G0907379H_0361,0x14167a,28,0x12cf6
4G0907379_0190,0x12ea58,4G0907379H_0361,0x14174c,28,0x12cf4
4G0907379_0190,0x13111a,4G0907379H_0361,0x142dfa,28,0x11ce0
4G0907379_0190,0x135282,4G0907379H_0361,0x147d22,28,0x12aa0
4G0907379_0190,0x135e0a,4G0907379H_0361,0x14865a,28,0x12850
4G0907379_0190,0x1372b1,4G0907379H_0361,0x149f01,28,0x12c50
4G0907379_0190,0x138336,4G0907379H_0361,0x14adde,28,0x12aa8
4G0907379_0190,0x14d20f,4G0907379H_0361,0x16603b,28,0x18e2c
4G0907379_0190,0x14ff10,4G0907379H_0361,0x166ed6,28,0x16fc6
4G0907379_0190,0x153685,4G0907379H_0361,0x1685fb,28,0x14f76
4G0907379_0190,0x16629e,4G0907379H_0361,0x171242,28,0xafa4
4G0907379_0190,0x16f168,4G0907379H_0361,0x16b45a,28,-0x3d0e
4G0907379_0190,0x172a68,4G0907379H_0361,0x16f240,28,-0x3828
4G0907379_0190,0x1732a2,4G0907379H_0361,0x16e81e,28,-0x4a84
4G0907379_0190,0x1737cd,4G0907379H_0361,0x16e881,28,-0x4f4c
4G0907379_0190,0x179540,4G0907379H_0361,0x16d91c,28,-0xbc24
4G0907379_0190,0xdafb2,4G0907379H_0361,0xe8dfa,27,0xde48
4G0907379_0190,0xdcaca,4G0907379H_0361,0xeae36,27,0xe36c
4G0907379_0190,0xddec0,4G0907379H_0361,0xec2b4,27,0xe3f4
4G0907379_0190,0xddfe4,4G0907379H_0361,0xec3d8,27,0xe3f4
4G0907379_0190,0xde49a,4G0907379H_0361,0xec902,27,0xe468
4G0907379_0190,0xdf3fa,4G0907379H_0361,0xed8a2,27,0xe4a8
4G0907379_0190,0xdf60a,4G0907379H_0361,0xedab2,27,0xe4a8
4G0907379_0190,0xdf61a,4G0907379H_0361,0xedac2,27,0xe4a8
4G0907379_0190,0xdf966,4G0907379H_0361,0xed634,27,0xdcce
4G0907379_0190,0xdf9ae,4G0907379H_0361,0xede56,27,0xe4a8
4G0907379_0190,0xe2e62,4G0907379H_0361,0xf425c,27,0x113fa
4G0907379_0190,0xe5ba2,4G0907379H_0361,0xf7084,27,0x114e2
4G0907379_0190,0xe615e,4G0907379H_0361,0xf761e,27,0x114c0
4G0907379_0190,0xe6d48,4G0907379H_0361,0xf81cc,27,0x11484
4G0907379_0190,0xeb0cc,4G0907379H_0361,0xfa9aa,27,0xf8de
4G0907379_0190,0xecaf4,4G0907379H_0361,0xfd29c,27,0x107a8
4G0907379_0190,0xecb88,4G0907379H_0361,0xfd32e,27,0x107a6
4G0907379_0190,0xed3aa,4G0907379H_0361,0xfdb52,27,0x107a8
4G0907379_0190,0xed44a,4G0907379H_0361,0xfdbf2,27,0x107a8
4G0907379_0190,0xed91e,4G0907379H_0361,0xfe0c6,27,0x107a8
4G0907379_0190,0xee104,4G0907379H_0361,0xfe8a0,27,0x1079c
4G0907379_0190,0xf0148,4G0907379H_0361,0xff14c,27,0xf004
4G0907379_0190,0xf0434,4G0907379H_0361,0xff8ac,27,0xf478
4G0907379_0190,0xf2070,4G0907379H_0361,0x105f94,27,0x13f24
4G0907379_0190,0xf2d90,4G0907379H_0361,0x1004f4,27,0xd764
4G0907379_0190,0xf4470,4G0907379H_0361,0x102944,27,0xe4d4
4G0907379_0190,0xf5708,4G0907379H_0361,0x102ef0,27,0xd7e8
4G0907379_0190,0xf5c94,4G0907379H_0361,0x10439c,27,0xe708
4G0907379_0190,0xf6610,4G0907379H_0361,0x103e10,27,0xd800
4G0907379_0190,0xf662c,4G0907379H_0361,0x103e2c,27,0xd800
4G0907379_0190,0xf9284,4G0907379H_0361,0x108928,27,0xf6a4
4G0907379_0190,0xfb172,4G0907379H_0361,0x10ab52,27,0xf9e0
4G0907379_0190,0xfb3bc,4G0907379H_0361,0x10ad9c,27,0xf9e0
4G0907379_0190,0xfc2ee,4G0907379H_0361,0x10cd3c,27,0x10a4e
4G0907379_0190,0xff880,4G0907379H_0361,0x11103c,27,0x117bc
4G0907379_0190,0xff8b2,4G0907379H_0361,0x111074,27,0x117c2
4G0907379_0190,0xffb4c,4G0907379H_0361,0x10f74c,27,0xfc00
4G0907379_0190,0xffbba,4G0907379H_0361,0x10f7ba,27,0xfc00
4G0907379_0190,0x100d38,4G0907379H_0361,0x10eed4,27,0xe19c
4G0907379_0190,0x100d80,4G0907379H_0361,0x10ef1c,27,0xe19c
4G0907379_0190,0x1012b8,4G0907379H_0361,0x10e8dc,27,0xd624
4G0907379_0190,0x104594,4G0907379H_0361,0x115a28,27,0x11494
4G0907379_0190,0x104daa,4G0907379H_0361,0x11623a,27,0x11490
4G0907379_0190,0x10662e,4G0907379H_0361,0x116fc6,27,0x10998
4G0907379_0190,0x106acc,4G0907379H_0361,0x117464,27,0x10998
4G0907379_0190,0x106ecc,4G0907379H_0361,0x116474,27,0xf5a8
4G0907379_0190,0x106fe0,4G0907379H_0361,0x1169b0,27,0xf9d0
4G0907379_0190,0x1075a4,4G0907379H_0361,0x116bc0,27,0xf61c
4G0907379_0190,0x107b68,4G0907379H_0361,0x11512c,27,0xd5c4
4G0907379_0190,0x107d7c,4G0907379H_0361,0x1154f8,27,0xd77c
4G0907379_0190,0x1089c2,4G0907379H_0361,0x118052,27,0xf690
4G0907379_0190,0x108cb6,4G0907379H_0361,0x11833e,27,0xf688
4G0907379_0190,0x108d34,4G0907379H_0361,0x1183bc,27,0xf688
4G0907379_0190,0x108fea,4G0907379H_0361,0x11866a,27,0xf680
4G0907379_0190,0x10912e,4G0907379H_0361,0x1187aa,27,0xf67c
4G0907379_0190,0x10ae74,4G0907379H_0361,0x11a600,27,0xf78c
4G0907379_0190,0x10b1ee,4G0907379H_0361,0x11b13e,27,0xff50
4G0907379_0190,0x10b358,4G0907379H_0361,0x11b2a8,27,0xff50
4G0907379_0190,0x10b374,4G0907379H_0361,0x11b2c4,27,0xff50
4G0907379_0190,0x10b390,4G0907379H_0361,0x11b2e0,27,0xff50
4G0907379_0190,0x10b3ac,4G0907379H_0361,0x11b2fc,27,0xff50
4G0907379_0190,0x10c26e,4G0907379H_0361,0x11c212,27,0xffa4
4G0907379_0190,0x10c4be,4G0907379H_0361,0x11c45e,27,0xffa0
4G0907379_0190,0x10d0e9,4G0907379H_0361,0x11d09d,27,0xffb4
4G0907379_0190,0x10d730,4G0907379H_0361,0x11dd78,27,0x10648
4G0907379_0190,0x10d908,4G0907379H_0361,0x11df50,27,0x10648
4G0907379_0190,0x10da10,4G0907379H_0361,0x11e058,27,0x10648
4G0907379_0190,0x10defc,4G0907379H_0361,0x12087e,27,0x12982
4G0907379_0190,0x10e546,4G0907379H_0361,0x11fdc6,27,0x11880
4G0907379_0190,0x10f2b6,4G0907379H_0361,0x11ee9a,27,0xfbe4
4G0907379_0190,0x10f81a,4G0907379H_0361,0x121c22,27,0x12408
4G0907379_0190,0x10f9ee,4G0907379H_0361,0x121dfc,27,0x1240e
4G0907379_0190,0x10fa7a,4G0907379H_0361,0x121e88,27,0x1240e
4G0907379_0190,0x111378,4G0907379H_0361,0x12324c,27,0x11ed4
4G0907379_0190,0x11179e,4G0907379H_0361,0x123672,27,0x11ed4
4G0907379_0190,0x11395c,4G0907379H_0361,0x124904,27,0x10fa8
4G0907379_0190,0x11397c,4G0907379H_0361,0x124924,27,0x10fa8
4G0907379_0190,0x11399c,4G0907379H_0361,0x124944,27,0x10fa8
4G0907379_0190,0x113aa0,4G0907379H_0361,0x120aec,27,0xd04c
4G0907379_0190,0x113c9a,4G0907379H_0361,0x120ce8,27,0xd04e
4G0907379_0190,0x113ee6,4G0907379H_0361,0x11e7de,27,0xa8f8
4G0907379_0190,0x1140ee,4G0907379H_0361,0x11e9e2,27,0xa8f4
4G0907379_0190,0x1143e2,4G0907379H_0361,0x12669a,27,0x122b8
4G0907379_0190,0x114418,4G0907379H_0361,0x1266d0,27,0x122b8
4G0907379_0190,0x115dea,4G0907379H_0361,0x126ec2,27,0x110d8
4G0907379_0190,0x116bd7,4G0907379H_0361,0x128d73,27,0x1219c
4G0907379_0190,0x11702e,4G0907379H_0361,0x1280f6,27,0x110c8
4G0907379_0190,0x117d0a,4G0907379H_0361,0x135742,27,0x1da38
4G0907379_0190,0x117f98,4G0907379H_0361,0x12c698,27,0x14700
4G0907379_0190,0x1187d4,4G0907379H_0361,0x129466,27,0x10c92
4G0907379_0190,0x1198a4,4G0907379H_0361,0x12a548,27,0x10ca4
4G0907379_0190,0x11a1b4,4G0907379H_0361,0x12d3c2,27,0x1320e
4G0907379_0190,0x11aa14,4G0907379H_0361,0x12c2aa,27,0x11896
4G0907379_0190,0x11ca3a,4G0907379H_0361,0x12eabe,27,0x12084
4G0907379_0190,0x11d046,4G0907379H_0361,0x13004a,27,0x13004
4G0907379_0190,0x11d13a,4G0907379H_0361,0x130138,27,0x12ffe
4G0907379_0190,0x11d1f0,4G0907379H_0361,0x1301ea,27,0x12ffa
4G0907379_0190,0x11dbb6,4G0907379H_0361,0x12f672,27,0x11abc
4G0907379_0190,0x11de24,4G0907379H_0361,0x12f8f0,27,0x11acc
4G0907379_0190,0x11fa9c,4G0907379H_0361,0x131bb4,27,0x12118
4G0907379_0190,0x120478,4G0907379H_0361,0x132594,27,0x1211c
4G0907379_0190,0x120dd2,4G0907379H_0361,0x132c62,27,0x11e90
4G0907379_0190,0x120e10,4G0907379H_0361,0x132ca0,27,0x11e90
4G0907379_0190,0x120e48,4G0907379H_0361,0x132cd8,27,0x11e90
4G0907379_0190,0x120f0e,4G0907379H_0361,0x132d9e,27,0x11e90
4G0907379_0190,0x120f68,4G0907379H_0361,0x132df8,27,0x11e90
4G0907379_0190,0x1219bc,4G0907379H_0361,0x135b48,27,0x1418c
4G0907379_0190,0x122e58,4G0907379H_0361,0x1356b8,27,0x12860
4G0907379_0190,0x12499d,4G0907379H_0361,0x137639,27,0x12c9c
4G0907379_0190,0x125fc0,4G0907379H_0361,0x1377e0,27,0x11820
4G0907379_0190,0x126052,4G0907379H_0361,0x137878,27,0x11826
4G0907379_0190,0x1262e0,4G0907379H_0361,0x1372c4,27,0x10fe4
4G0907379_0190,0x1268c2,4G0907379H_0361,0x138946,27,0x12084
4G0907379_0190,0x128818,4G0907379H_0361,0x13bc3c,27,0x13424
4G0907379_0190,0x12a164,4G0907379H_0361,0x13ca28,27,0x128c4
4G0907379_0190,0x12aec0,4G0907379H_0361,0x13d8ac,27,0x129ec
4G0907379_0190,0x12af9c,4G0907379H_0361,0x13d982,27,0x129e6
4G0907379_0190,0x12b720,4G0907379H_0361,0x13de2c,27,0x1270c
4G0907379_0190,0x12bbb2,4G0907379H_0361,0x13dd3e,27,0x1218c
4G0907379_0190,0x12c9f4,4G0907379H_0361,0x13ee68,27,0x12474
4G0907379_0190,0x12cc8c,4G0907379H_0361,0x13f398,27,0x1270c
4G0907379_0190,0x12d01e,4G0907379H_0361,0x13f72a,27,0x1270c
4G0907379_0190,0x12e260,4G0907379H_0361,0x140ad8,27,0x12878
4G0907379_0190,0x12e3ba,4G0907379H_0361,0x13f27e,27,0x10ec4
4G0907379_0190,0x12f018,4G0907379H_0361,0x1419cc,27,0x129b4
4G0907379_0190,0x12f38a,4G0907379H_0361,0x142190,27,0x12e06
4G0907379_0190,0x130508,4G0907379H_0361,0x142e20,27,0x12918
4G0907379_0190,0x130526,4G0907379H_0361,0x142e3e,27,0x12918
4G0907379_0190,0x130b0a,4G0907379H_0361,0x143516,27,0x12a0c
4G0907379_0190,0x131680,4G0907379H_0361,0x144184,27,0x12b04
4G0907379_0190,0x13290c,4G0907379H_0361,0x144630,27,0x11d24
4G0907379_0190,0x132a2c,4G0907379H_0361,0x143d24,27,0x112f8
4G0907379_0190,0x132a4c,4G0907379H_0361,0x143d44,27,0x112f8
4G0907379_0190,0x1332fa,4G0907379H_0361,0x145d6a,27,0x12a70
4G0907379_0190,0x1347e0,4G0907379H_0361,0x1475d4,27,0x12df4
4G0907379_0190,0x134854,4G0907379H_0361,0x147420,27,0x12bcc
4G0907379_0190,0x1356f7,4G0907379H_0361,0x1486bd,27,0x12fc6
4G0907379_0190,0x136262,4G0907379H_0361,0x148c0a,27,0x129a8
4G0907379_0190,0x13627e,4G0907379H_0361,0x148c26,27,0x129a8
4G0907379_0190,0x137c84,4G0907379H_0361,0x14a8a0,27,0x12c1c
4G0907379_0190,0x137e8a,4G0907379H_0361,0x14aaa6,27,0x12c1c
4G0907379_0190,0x139ff4,4G0907379H_0361,0x162218,27,0x28224
4G0907379_0190,0x13c114,4G0907379H_0361,0x16517c,27,0x29068
4G0907379_0190,0x13c550,4G0907379H_0361,0x1629e2,27,0x26492
4G0907379_0190,0x13cf20,4G0907379H_0361,0x162b90,27,0x25c70
4G0907379_0190,0x140cd5,4G0907379H_0361,0x16467d,27,0x239a8
4G0907379_0190,0x140da5,4G0907379H_0361,0x164689,27,0x238e4
4G0907379_0190,0x141bca,4G0907379H_0361,0x164936,27,0x22d6c
4G0907379_0190,0x14210d,4G0907379H_0361,0x1649d5,27,0x228c8
4G0907379_0190,0x14813a,4G0907379H_0361,0x164f10,27,0x1cdd6
4G0907379_0190,0x14a6b2,4G0907379H_0361,0x1655c2,27,0x1af10
4G0907379_0190,0x14c17e,4G0907379H_0361,0x165a9e,27,0x19920
4G0907379_0190,0x15ebee,4G0907379H_0361,0x16925a,27,0xa66c
4G0907379_0190,0x1605fb,4G0907379H_0361,0x17c233,27,0x1bc38
4G0907379_0190,0x1618e8,4G0907379H_0361,0x169914,27,0x802c
4G0907379_0190,0x1651c0,4G0907379H_0361,0x170670,27,0xb4b0
4G0907379_0190,0x1662bc,4G0907379H_0361,0x170db8,27,0xaafc
4G0907379_0190,0x1668c0,4G0907379H_0361,0x170e1a,27,0xa55a
4G0907379_0190,0x16ac88,4G0907379H_0361,0x1694da,27,-0x17ae
4G0907379_0190,0x174278,4G0907379H_0361,0x16e99c,27,-0x58dc
4G0907379_0190,0x1793de,4G0907379H_0361,0x16d7ba,27,-0xbc24
4G0907379_0190,0x17c63f,4G0907379H_0361,0x1693c7,27,-0x13278
4G0907379_0190,0xdc7f0,4G0907379H_0361,0xea914,26,0xe124
4G0907379_0190,0xe1449,4G0907379H_0361,0xf2805,26,0x113bc
4G0907379_0190,0xe1789,4G0907379H_0361,0xf2b45,26,0x113bc
4G0907379_0190,0xe1a65,4G0907379H_0361,0xf2e21,26,0x113bc
4G0907379_0190,0xe7de5,4G0907379H_0361,0xf9245,26,0x11460
4G0907379_0190,0xf03f8,4G0907379H_0361,0xff870,26,0xf478
4G0907379_0190,0xf1e8c,4G0907379H_0361,0x105db4,26,0x13f28
4G0907379_0190,0xf260c,4G0907379H_0361,0x1057f8,26,0x131ec
4G0907379_0190,0xf2690,4G0907379H_0361,0x10587c,26,0x131ec
4G0907379_0190,0xf3f9c,4G0907379H_0361,0x1018b4,26,0xd918
4G0907379_0190,0xf43f8,4G0907379H_0361,0x1032b8,26,0xeec0
4G0907379_0190,0xf4640,4G0907379H_0361,0x102b14,26,0xe4d4
4G0907379_0190,0xf465c,4G0907379H_0361,0x102b30,26,0xe4d4
4G0907379_0190,0xf4980,4G0907379H_0361,0x102158,26,0xd7d8
4G0907379_0190,0xf49c0,4G0907379H_0361,0x102198,26,0xd7d8
4G0907379_0190,0xf4f88,4G0907379H_0361,0x10261c,26,0xd694
4G0907379_0190,0xf51fc,4G0907379H_0361,0x1024d0,26,0xd2d4
4G0907379_0190,0xf5448,4G0907379H_0361,0x10288c,26,0xd444
4G0907379_0190,0xf65f0,4G0907379H_0361,0x103df0,26,0xd800
4G0907379_0190,0xf68fc,4G0907379H_0361,0x10412c,26,0xd830
4G0907379_0190,0xf75f0,4G0907379H_0361,0x106b5c,26,0xf56c
4G0907379_0190,0xf8504,4G0907379H_0361,0x107bd8,26,0xf6d4
4G0907379_0190,0xf8520,4G0907379H_0361,0x107bf4,26,0xf6d4
4G0907379_0190,0xf853c,4G0907379H_0361,0x107c10,26,0xf6d4
4G0907379_0190,0xf8558,4G0907379H_0361,0x107c2c,26,0xf6d4
4G0907379_0190,0xf8574,4G0907379H_0361,0x107c48,26,0xf6d4
4G0907379_0190,0xf8590,4G0907379H_0361,0x107c64,26,0xf6d4
4G0907379_0190,0xf85ac,4G0907379H_0361,0x107c80,26,0xf6d4
4G0907379_0190,0xf8b50,4G0907379H_0361,0x107fe4,26,0xf494
4G0907379_0190,0xfb25a,4G0907379H_0361,0x10ac3a,26,0xf9e0
4G0907379_0190,0xfb8aa,4G0907379H_0361,0x10b296,26,0xf9ec
4G0907379_0190,0xfbb20,4G0907379H_0361,0x10b510,26,0xf9f0
4G0907379_0190,0xfca8e,4G0907379H_0361,0x10d4be,26,0x10a30
4G0907379_0190,0xfcd28,4G0907379H_0361,0x10b690,26,0xe968
4G0907379_0190,0xfe09c,4G0907379H_0361,0x10dad0,26,0xfa34
4G0907379_0190,0xfe0d8,4G0907379H_0361,0x10db0c,26,0xfa34
4G0907379_0190,0xfe114,4G0907379H_0361,0x10db48,26,0xfa34
4G0907379_0190,0xfeab8,4G0907379H_0361,0x10e5b2,26,0xfafa
4G0907379_0190,0x1003a8,4G0907379H_0361,0x10ffc6,26,0xfc1e
4G0907379_0190,0x100808,4G0907379H_0361,0x10eb58,26,0xe350
4G0907379_0190,0x100c34,4G0907379H_0361,0x10ee00,26,0xe1cc
4G0907379_0190,0x100d1c,4G0907379H_0361,0x10eeb8,26,0xe19c
4G0907379_0190,0x100de4,4G0907379H_0361,0x10f164,26,0xe380
4G0907379_0190,0x1010e8,4G0907379H_0361,0x10f470,26,0xe388
4G0907379_0190,0x10116c,4G0907379H_0361,0x10ebf8,26,0xda8c
4G0907379_0190,0x101f00,4G0907379H_0361,0x1118cc,26,0xf9cc
4G0907379_0190,0x1042f2,4G0907379H_0361,0x120442,26,0x1c150
4G0907379_0190,0x1059d1,4G0907379H_0361,0x112b7d,26,0xd1ac
4G0907379_0190,0x106a01,4G0907379H_0361,0x117399,26,0x10998
4G0907379_0190,0x106d30,4G0907379H_0361,0x116718,26,0xf9e8
4G0907379_0190,0x1070e0,4G0907379H_0361,0x1162b4,26,0xf1d4
4G0907379_0190,0x10770c,4G0907379H_0361,0x115230,26,0xdb24
4G0907379_0190,0x1089e0,4G0907379H_0361,0x118070,26,0xf690
4G0907379_0190,0x10ca9c,4G0907379H_0361,0x11ca4c,26,0xffb0
4G0907379_0190,0x10d9e8,4G0907379H_0361,0x11e030,26,0x10648
4G0907379_0190,0x110158,4G0907379H_0361,0x121a84,26,0x1192c
4G0907379_0190,0x110315,4G0907379H_0361,0x1221d9,26,0x11ec4
4G0907379_0190,0x1111c2,4G0907379H_0361,0x123096,26,0x11ed4
4G0907379_0190,0x11164a,4G0907379H_0361,0x12351e,26,0x11ed4
4G0907379_0190,0x1138bc,4G0907379H_0361,0x124864,26,0x10fa8
4G0907379_0190,0x11391c,4G0907379H_0361,0x1248c4,26,0x10fa8
4G0907379_0190,0x114da2,4G0907379H_0361,0x12705a,26,0x122b8
4G0907379_0190,0x11560f,4G0907379H_0361,0x12a1c7,26,0x14bb8
4G0907379_0190,0x11c29c,4G0907379H_0361,0x12e98c,26,0x126f0
4G0907379_0190,0x11d22c,4G0907379H_0361,0x130226,26,0x12ffa
4G0907379_0190,0x11d284,4G0907379H_0361,0x130278,26,0x12ff4
4G0907379_0190,0x11d53c,4G0907379H_0361,0x12f2d4,26,0x11d98
4G0907379_0190,0x120912,4G0907379H_0361,0x132a2a,26,0x12118
4G0907379_0190,0x120d56,4G0907379H_0361,0x132be6,26,0x11e90
4G0907379_0190,0x120d72,4G0907379H_0361,0x132c02,26,0x11e90
4G0907379_0190,0x121ea8,4G0907379H_0361,0x135022,26,0x1317a
4G0907379_0190,0x121f6e,4G0907379H_0361,0x1350e8,26,0x1317a
4G0907379_0190,0x121f8a,4G0907379H_0361,0x135104,26,0x1317a
4G0907379_0190,0x121fa6,4G0907379H_0361,0x135120,26,0x1317a
4G0907379_0190,0x121fc2,4G0907379H_0361,0x13513c,26,0x1317a
4G0907379_0190,0x1232a4,4G0907379H_0361,0x133a78,26,0x107d4
4G0907379_0190,0x12520a,4G0907379H_0361,0x137ea6,26,0x12c9c
4G0907379_0190,0x127486,4G0907379H_0361,0x139cb8,26,0x12832
4G0907379_0190,0x1275b8,4G0907379H_0361,0x139dec,26,0x12834
4G0907379_0190,0x128a68,4G0907379H_0361,0x13c1cc,26,0x13764
4G0907379_0190,0x128d7c,4G0907379H_0361,0x13bafc,26,0x12d80
4G0907379_0190,0x128d98,4G0907379H_0361,0x13bb18,26,0x12d80
4G0907379_0190,0x128f7c,4G0907379H_0361,0x13bea4,26,0x12f28
4G0907379_0190,0x129774,4G0907379H_0361,0x13b48c,26,0x11d18
4G0907379_0190,0x12b5fe,4G0907379H_0361,0x13e28c,26,0x12c8e
4G0907379_0190,0x12bcb6,4G0907379H_0361,0x13e3c6,26,0x12710
4G0907379_0190,0x12bcf2,4G0907379H_0361,0x13e402,26,0x12710
4G0907379_0190,0x12cd49,4G0907379H_0361,0x13f455,26,0x1270c
4G0907379_0190,0x12d9fc,4G0907379H_0361,0x13f5fc,26,0x11c00
4G0907379_0190,0x12eebc,4G0907379H_0361,0x141bb4,26,0x12cf8
4G0907379_0190,0x12f0e4,4G0907379H_0361,0x141cc8,26,0x12be4
4G0907379_0190,0x12fa18,4G0907379H_0361,0x142410,26,0x129f8
4G0907379_0190,0x1331bd,4G0907379H_0361,0x145b81,26,0x129c4
4G0907379_0190,0x1341d6,4G0907379H_0361,0x146eba,26,0x12ce4
4G0907379_0190,0x134200,4G0907379H_0361,0x146ee4,26,0x12ce4
4G0907379_0190,0x135898,4G0907379H_0361,0x1482bc,26,0x12a24
4G0907379_0190,0x1359a4,4G0907379H_0361,0x1483c8,26,0x12a24
4G0907379_0190,0x135dee,4G0907379H_0361,0x14863e,26,0x12850
4G0907379_0190,0x136209,4G0907379H_0361,0x148bb1,26,0x129a8
4G0907379_0190,0x136bb0,4G0907379H_0361,0x1496fc,26,0x12b4c
4G0907379_0190,0x137032,4G0907379H_0361,0x149c32,26,0x12c00
4G0907379_0190,0x1372e6,4G0907379H_0361,0x149f36,26,0x12c50
4G0907379_0190,0x13a55b,4G0907379H_0361,0x162323,26,0x27dc8
4G0907379_0190,0x13c67a,4G0907379H_0361,0x162a00,26,0x26386
4G0907379_0190,0x13f43b,4G0907379H_0361,0x163cd3,26,0x24898
4G0907379_0190,0x13f495,4G0907379H_0361,0x163d2d,26,0x24898
4G0907379_0190,0x1418eb,4G0907379H_0361,0x1648cb,26,0x22fe0
4G0907379_0190,0x141af3,4G0907379H_0361,0x1648f7,26,0x22e04
4G0907379_0190,0x148040,4G0907379H_0361,0x164ef2,26,0x1ceb2
4G0907379_0190,0x14a414,4G0907379H_0361,0x165518,26,0x1b104
4G0907379_0190,0x14e534,4G0907379H_0361,0x166624,26,0x180f0
4G0907379_0190,0x153651,4G0907379H_0361,0x1685bb,26,0x14f6a
4G0907379_0190,0x153a08,4G0907379H_0361,0x168814,26,0x14e0c
4G0907379_0190,0x170e10,4G0907379H_0361,0x16ecc4,26,-0x214c
4G0907379_0190,0x173535,4G0907379H_0361,0x16e84d,26,-0x4ce8
4G0907379_0190,0xda474,4G0907379H_0361,0xe81b2,25,0xdd3e
4G0907379_0190,0xdab4e,4G0907379H_0361,0xe889a,25,0xdd4c
4G0907379_0190,0xdae12,4G0907379H_0361,0xe8c4e,25,0xde3c
4G0907379_0190,0xdb718,4G0907379H_0361,0xe961e,25,0xdf06
4G0907379_0190,0xdcde4,4G0907379H_0361,0xeb13e,25,0xe35a
