image_a,off_a,image_b,off_b,len,delta
4G0907379_0190,0x10636e,4G0907379H_0361,0x116d0a,47,0x1099c
4G0907379_0190,0x10725e,4G0907379H_0361,0x116542,47,0xf2e4
4G0907379_0190,0x10a8cc,4G0907379H_0361,0x1197de,47,0xef12
4G0907379_0190,0x10b27e,4G0907379H_0361,0x11b1ce,47,0xff50
4G0907379_0190,0x10f220,4G0907379H_0361,0x11ee04,47,0xfbe4
4G0907379_0190,0x10f9be,4G0907379H_0361,0x121dcc,47,0x1240e
4G0907379_0190,0x11151c,4G0907379H_0361,0x1233f0,47,0x11ed4
4G0907379_0190,0x112614,4G0907379H_0361,0x123ac0,47,0x114ac
4G0907379_0190,0x113b3a,4G0907379H_0361,0x120b86,47,0xd04c
4G0907379_0190,0x113c1c,4G0907379H_0361,0x120c6a,47,0xd04e
4G0907379_0190,0x11438a,4G0907379H_0361,0x126642,47,0x122b8
4G0907379_0190,0x11dd82,4G0907379H_0361,0x12f84e,47,0x11acc
4G0907379_0190,0x11deb0,4G0907379H_0361,0x12f980,47,0x11ad0
4G0907379_0190,0x121110,4G0907379H_0361,0x1322cc,47,0x111bc
4G0907379_0190,0x127a84,4G0907379H_0361,0x13e958,47,0x16ed4
4G0907379_0190,0x12853e,4G0907379H_0361,0x13b2ba,47,0x12d7c
4G0907379_0190,0x128d14,4G0907379H_0361,0x13ba94,47,0x12d80
4G0907379_0190,0x128db4,4G0907379H_0361,0x13bb34,47,0x12d80
4G0907379_0190,0x12bad0,4G0907379H_0361,0x13e07c,47,0x125ac
4G0907379_0190,0x12d1dc,4G0907379H_0361,0x13ff2c,47,0x12d50
4G0907379_0190,0x12d732,4G0907379H_0361,0x138f02,47,0xb7d0
4G0907379_0190,0x12da24,4G0907379H_0361,0x1402a0,47,0x1287c
4G0907379_0190,0x12f358,4G0907379H_0361,0x14215e,47,0x12e06
4G0907379_0190,0x130d90,4G0907379H_0361,0x14397c,47,0x12bec
4G0907379_0190,0x130e73,4G0907379H_0361,0x143a5f,47,0x12bec
4G0907379_0190,0x131e2c,4G0907379H_0361,0x14437c,47,0x12550
4G0907379_0190,0x1333e0,4G0907379H_0361,0x145efc,47,0x12b1c
4G0907379_0190,0x136c9c,4G0907379H_0361,0x1497e8,47,0x12b4c
4G0907379_0190,0x13767c,4G0907379H_0361,0x14a1dc,47,0x12b60
4G0907379_0190,0x137938,4G0907379H_0361,0x14a494,47,0x12b5c
4G0907379_0190,0x137c3c,4G0907379H_0361,0x14a81c,47,0x12be0
4G0907379_0190,0x139454,4G0907379H_0361,0x17b1c0,47,0x41d6c
4G0907379_0190,0x13df30,4G0907379H_0361,0x163030,47,0x25100
4G0907379_0190,0x1793fe,4G0907379H_0361,0x16d7da,47,-0xbc24
4G0907379_0190,0x17e59c,4G0907379H_0361,0x16ede4,47,-0xf7b8
4G0907379_0190,0xf2e8f,4G0907379H_0361,0x1005f3,46,0xd764
4G0907379_0190,0xf3ffc,4G0907379H_0361,0x101914,46,0xd918
4G0907379_0190,0xf483c,4G0907379H_0361,0x101d14,46,0xd4d8
4G0907379_0190,0xf64e8,4G0907379H_0361,0x103c74,46,0xd78c
4G0907379_0190,0xf70f6,4G0907379H_0361,0x106662,46,0xf56c
4G0907379_0190,0xf714e,4G0907379H_0361,0x1066ba,46,0xf56c
4G0907379_0190,0xf8618,4G0907379H_0361,0x107cec,46,0xf6d4
4G0907379_0190,0xfd03a,4G0907379H_0361,0x10b998,46,0xe95e
4G0907379_0190,0xfef87,4G0907379H_0361,0x11074b,46,0x117c4
4G0907379_0190,0xff0b3,4G0907379H_0361,0x110877,46,0x117c4
4G0907379_0190,0xff743,4G0907379H_0361,0x110eff,46,0x117bc
4G0907379_0190,0x1009ec,4G0907379H_0361,0x10f204,46,0xe818
4G0907379_0190,0x1047be,4G0907379H_0361,0x115c52,46,0x11494
4G0907379_0190,0x10d190,4G0907379H_0361,0x11d144,46,0xffb4
4G0907379_0190,0x10d8b3,4G0907379H_0361,0x11defb,46,0x10648
4G0907379_0190,0x10d9b7,4G0907379H_0361,0x11dfff,46,0x10648
4G0907379_0190,0x11c94a,4G0907379H_0361,0x12e9ce,46,0x12084
4G0907379_0190,0x11d248,4G0907379H_0361,0x130240,46,0x12ff8
4G0907379_0190,0x122e96,4G0907379H_0361,0x1356f6,46,0x12860
4G0907379_0190,0x122f70,4G0907379H_0361,0x1357d0,46,0x12860
4G0907379_0190,0x125acc,4G0907379H_0361,0x136e70,46,0x113a4
4G0907379_0190,0x128cf4,4G0907379H_0361,0x13ba74,46,0x12d80
4G0907379_0190,0x12a684,4G0907379H_0361,0x13cc34,46,0x125b0
4G0907379_0190,0x12ba7c,4G0907379H_0361,0x13e028,46,0x125ac
4G0907379_0190,0x131377,4G0907379H_0361,0x144037,46,0x12cc0
4G0907379_0190,0x133e70,4G0907379H_0361,0x146a24,46,0x12bb4
4G0907379_0190,0x134198,4G0907379H_0361,0x146e7c,46,0x12ce4
4G0907379_0190,0x134790,4G0907379H_0361,0x1473e8,46,0x12c58
4G0907379_0190,0x13606c,4G0907379H_0361,0x148a14,46,0x129a8
4G0907379_0190,0x14e113,4G0907379H_0361,0x166513,46,0x18400
4G0907379_0190,0xdcfba,4G0907379H_0361,0xeb314,45,0xe35a
4G0907379_0190,0xdd778,4G0907379H_0361,0xebb68,45,0xe3f0
4G0907379_0190,0xdd954,4G0907379H_0361,0xebd48,45,0xe3f4
4G0907379_0190,0xdf0fa,4G0907379H_0361,0xed5a4,45,0xe4aa
4G0907379_0190,0xeb238,4G0907379H_0361,0xfa416,45,0xf1de
4G0907379_0190,0xeca78,4G0907379H_0361,0xfd220,45,0x107a8
4G0907379_0190,0xecc58,4G0907379H_0361,0xfd3fc,45,0x107a4
4G0907379_0190,0x102cf6,4G0907379H_0361,0x1136ae,45,0x109b8
4G0907379_0190,0x1069d2,4G0907379H_0361,0x11736a,45,0x10998
4G0907379_0190,0x107efc,4G0907379H_0361,0x115664,45,0xd768
4G0907379_0190,0x10ddd6,4G0907379H_0361,0x120772,45,0x1299c
4G0907379_0190,0x10e516,4G0907379H_0361,0x11fd96,45,0x11880
4G0907379_0190,0x111a96,4G0907379H_0361,0x12396a,45,0x11ed4
4G0907379_0190,0x114434,4G0907379H_0361,0x1266ec,45,0x122b8
4G0907379_0190,0x1147aa,4G0907379H_0361,0x126a68,45,0x122be
4G0907379_0190,0x118d44,4G0907379H_0361,0x129dd4,45,0x11090
4G0907379_0190,0x119132,4G0907379H_0361,0x12789a,45,0xe768
4G0907379_0190,0x11968a,4G0907379H_0361,0x12973e,45,0x100b4
4G0907379_0190,0x119e34,4G0907379H_0361,0x12ba80,45,0x11c4c
4G0907379_0190,0x11a838,4G0907379H_0361,0x12c0c8,45,0x11890
4G0907379_0190,0x11c038,4G0907379H_0361,0x12e728,45,0x126f0
4G0907379_0190,0x11eeae,4G0907379H_0361,0x131292,45,0x123e4
4G0907379_0190,0x12694c,4G0907379H_0361,0x138fa4,45,0x12658
4G0907379_0190,0x126c4c,4G0907379H_0361,0x1392a4,45,0x12658
4G0907379_0190,0x12ab38,4G0907379H_0361,0x13d260,45,0x12728
4G0907379_0190,0x12bb76,4G0907379H_0361,0x13dd02,45,0x1218c
4G0907379_0190,0x1335d0,4G0907379H_0361,0x1460ec,45,0x12b1c
4G0907379_0190,0x133ee8,4G0907379H_0361,0x146b38,45,0x12c50
4G0907379_0190,0x134898,4G0907379H_0361,0x147464,45,0x12bcc
4G0907379_0190,0x1350e6,4G0907379H_0361,0x147986,45,0x128a0
4G0907379_0190,0x136a76,4G0907379H_0361,0x1494fe,45,0x12a88
4G0907379_0190,0x137828,4G0907379H_0361,0x14a3c8,45,0x12ba0
4G0907379_0190,0x137968,4G0907379H_0361,0x14a4c4,45,0x12b5c
4G0907379_0190,0x147a3a,4G0907379H_0361,0x164bf0,45,0x1d1b6
4G0907379_0190,0x14dc3c,4G0907379H_0361,0x1663bc,45,0x18780
4G0907379_0190,0xe044f,4G0907379H_0361,0xf180b,44,0x113bc
4G0907379_0190,0xe0877,4G0907379H_0361,0xf1c33,44,0x113bc
4G0907379_0190,0xe5634,4G0907379H_0361,0xf6b1c,44,0x114e8
4G0907379_0190,0xe63b9,4G0907379H_0361,0xf7881,44,0x114c8
4G0907379_0190,0xe6c87,4G0907379H_0361,0xf8113,44,0x1148c
4G0907379_0190,0xf25cc,4G0907379H_0361,0x104f78,44,0x129ac
4G0907379_0190,0xf376b,4G0907379H_0361,0x100ed7,44,0xd76c
4G0907379_0190,0xf4784,4G0907379H_0361,0x1028c4,44,0xe140
4G0907379_0190,0xf732a,4G0907379H_0361,0x106896,44,0xf56c
4G0907379_0190,0x1067de,4G0907379H_0361,0x117176,44,0x10998
4G0907379_0190,0x1073e4,4G0907379H_0361,0x116888,44,0xf4a4
4G0907379_0190,0x10b16a,4G0907379H_0361,0x11a8fe,44,0xf794
4G0907379_0190,0x10d209,4G0907379H_0361,0x11d1bd,44,0xffb4
4G0907379_0190,0x10d577,4G0907379H_0361,0x11dbbf,44,0x10648
4G0907379_0190,0x10d63d,4G0907379H_0361,0x11dc85,44,0x10648
4G0907379_0190,0x124a82,4G0907379H_0361,0x13771e,44,0x12c9c
4G0907379_0190,0x1262a6,4G0907379H_0361,0x13728a,44,0x10fe4
4G0907379_0190,0x127558,4G0907379H_0361,0x139d8c,44,0x12834
4G0907379_0190,0x12ccc6,4G0907379H_0361,0x13f3d2,44,0x1270c
4G0907379_0190,0x131b4e,4G0907379H_0361,0x1448e6,44,0x12d98
4G0907379_0190,0x135e30,4G0907379H_0361,0x1486f4,44,0x128c4
4G0907379_0190,0x137cb4,4G0907379H_0361,0x14a8d0,44,0x12c1c
4G0907379_0190,0x13edde,4G0907379H_0361,0x163a76,44,0x24c98
4G0907379_0190,0x1504ff,4G0907379H_0361,0x166fe1,44,0x16ae2
4G0907379_0190,0x152be4,4G0907379H_0361,0x1682f2,44,0x1570e
4G0907379_0190,0x152c4b,4G0907379H_0361,0x16835b,44,0x15710
4G0907379_0190,0xdd0d0,4G0907379H_0361,0xeb468,43,0xe398
4G0907379_0190,0xddcd6,4G0907379H_0361,0xec0c6,43,0xe3f0
4G0907379_0190,0xddda4,4G0907379H_0361,0xec194,43,0xe3f0
4G0907379_0190,0xde614,4G0907379H_0361,0xecac4,43,0xe4b0
4G0907379_0190,0xe0c5a,4G0907379H_0361,0xf2016,43,0x113bc
4G0907379_0190,0xe103a,4G0907379H_0361,0xf23f6,43,0x113bc
4G0907379_0190,0xe4e18,4G0907379H_0361,0xf6302,43,0x114ea
4G0907379_0190,0xedbdc,4G0907379H_0361,0xfe380,43,0x107a4
4G0907379_0190,0xf20a8,4G0907379H_0361,0x105fcc,43,0x13f24
4G0907379_0190,0xf5944,4G0907379H_0361,0x103124,43,0xd7e0
4G0907379_0190,0xf5d48,4G0907379H_0361,0x104340,43,0xe5f8
4G0907379_0190,0xf92a0,4G0907379H_0361,0x108944,43,0xf6a4
4G0907379_0190,0xf96f4,4G0907379H_0361,0x107dc0,43,0xe6cc
4G0907379_0190,0xf9720,4G0907379H_0361,0x107dec,43,0xe6cc
4G0907379_0190,0xfb1b2,4G0907379H_0361,0x10ab92,43,0xf9e0
4G0907379_0190,0xfc8cc,4G0907379H_0361,0x10d2fc,43,0x10a30
4G0907379_0190,0xfeee2,4G0907379H_0361,0x1106a6,43,0x117c4
4G0907379_0190,0xff024,4G0907379H_0361,0x1107e8,43,0x117c4
4G0907379_0190,0xff096,4G0907379H_0361,0x11085a,43,0x117c4
4G0907379_0190,0xff25a,4G0907379H_0361,0x110a1e,43,0x117c4
4G0907379_0190,0x1007dc,4G0907379H_0361,0x10eb2c,43,0xe350
4G0907379_0190,0x107014,4G0907379H_0361,0x1169e4,43,0xf9d0
4G0907379_0190,0x10c05a,4G0907379H_0361,0x11c006,43,0xffac
4G0907379_0190,0x10c364,4G0907379H_0361,0x11c304,43,0xffa0
4G0907379_0190,0x10d520,4G0907379H_0361,0x11db68,43,0x10648
4G0907379_0190,0x10e346,4G0907379H_0361,0x11fbc6,43,0x11880
4G0907379_0190,0x10e47e,4G0907379H_0361,0x11fcfe,43,0x11880
4G0907379_0190,0x11074a,4G0907379H_0361,0x122b5a,43,0x12410
4G0907379_0190,0x110772,4G0907379H_0361,0x122b82,43,0x12410
4G0907379_0190,0x112ac8,4G0907379H_0361,0x123f74,43,0x114ac
4G0907379_0190,0x115bbc,4G0907379H_0361,0x126c84,43,0x110c8
4G0907379_0190,0x115e64,4G0907379H_0361,0x1273bc,43,0x11558
4G0907379_0190,0x119a4e,4G0907379H_0361,0x12a6f6,43,0x10ca8
4G0907379_0190,0x11a9e8,4G0907379H_0361,0x12c27e,43,0x11896
4G0907379_0190,0x11b9d8,4G0907379H_0361,0x12e0d0,43,0x126f8
4G0907379_0190,0x11e11a,4G0907379H_0361,0x12fc02,43,0x11ae8
4G0907379_0190,0x1212c6,4G0907379H_0361,0x132ece,43,0x11c08
4G0907379_0190,0x123706,4G0907379H_0361,0x13c4e6,43,0x18de0
4G0907379_0190,0x1263d4,4G0907379H_0361,0x138254,43,0x11e80
4G0907379_0190,0x127126,4G0907379H_0361,0x1393d4,43,0x122ae
4G0907379_0190,0x12735c,4G0907379H_0361,0x139f26,43,0x12bca
4G0907379_0190,0x127388,4G0907379H_0361,0x139f52,43,0x12bca
4G0907379_0190,0x128520,4G0907379H_0361,0x13b29c,43,0x12d7c
4G0907379_0190,0x12e1c4,4G0907379H_0361,0x140a3c,43,0x12878
4G0907379_0190,0x1344cb,4G0907379H_0361,0x14711b,43,0x12c50
4G0907379_0190,0x134a2c,4G0907379H_0361,0x14756c,43,0x12b40
4G0907379_0190,0x134d6e,4G0907379H_0361,0x147716,43,0x129a8
4G0907379_0190,0x13530a,4G0907379H_0361,0x147daa,43,0x12aa0
4G0907379_0190,0x135644,4G0907379H_0361,0x1480e4,43,0x12aa0
4G0907379_0190,0x13613c,4G0907379H_0361,0x148ae4,43,0x129a8
4G0907379_0190,0x1378b0,4G0907379H_0361,0x14a450,43,0x12ba0
4G0907379_0190,0x13b37a,4G0907379H_0361,0x1625a2,43,0x27228
4G0907379_0190,0x13b398,4G0907379H_0361,0x1625c0,43,0x27228
4G0907379_0190,0x13f41e,4G0907379H_0361,0x163cb6,43,0x24898
4G0907379_0190,0x1514fc,4G0907379H_0361,0x167226,43,0x15d2a
4G0907379_0190,0x151c0a,4G0907379H_0361,0x1672de,43,0x156d4
4G0907379_0190,0xdd156,4G0907379H_0361,0xeb4ee,42,0xe398
4G0907379_0190,0xde142,4G0907379H_0361,0xec5f2,42,0xe4b0
4G0907379_0190,0xe1d51,4G0907379H_0361,0xf310d,42,0x113bc
4G0907379_0190,0xe5156,4G0907379H_0361,0xf663a,42,0x114e4
4G0907379_0190,0xe594d,4G0907379H_0361,0xf6e37,42,0x114ea
4G0907379_0190,0xe5c94,4G0907379H_0361,0xf7172,42,0x114de
4G0907379_0190,0xe7db8,4G0907379H_0361,0xf9218,42,0x11460
4G0907379_0190,0xedcd8,4G0907379H_0361,0xfe47c,42,0x107a4
4G0907379_0190,0xefe28,4G0907379H_0361,0xff1fc,42,0xf3d4
4G0907379_0190,0xf0850,4G0907379H_0361,0xffd6c,42,0xf51c
4G0907379_0190,0xf1c30,4G0907379H_0361,0x105704,42,0x13ad4
4G0907379_0190,0xf2148,4G0907379H_0361,0x10606c,42,0x13f24
4G0907379_0190,0xf2430,4G0907379H_0361,0x106354,42,0x13f24
4G0907379_0190,0xf2660,4G0907379H_0361,0x10584c,42,0x131ec
4G0907379_0190,0xf403c,4G0907379H_0361,0x101954,42,0xd918
4G0907379_0190,0xf4700,4G0907379H_0361,0x101dd4,42,0xd6d4
4G0907379_0190,0xf4740,4G0907379H_0361,0x101e14,42,0xd6d4
4G0907379_0190,0xf4ef4,4G0907379H_0361,0x102588,42,0xd694
4G0907379_0190,0xf50c4,4G0907379H_0361,0x10342c,42,0xe368
4G0907379_0190,0xf7758,4G0907379H_0361,0x106d24,42,0xf5cc
4G0907379_0190,0xf81e2,4G0907379H_0361,0x107856,42,0xf674
4G0907379_0190,0xfc264,4G0907379H_0361,0x10ccb6,42,0x10a52
4G0907379_0190,0xfe374,4G0907379H_0361,0x10dda8,42,0xfa34
4G0907379_0190,0xfeec6,4G0907379H_0361,0x11068a,42,0x117c4
4G0907379_0190,0xff12c,4G0907379H_0361,0x1108f0,42,0x117c4
4G0907379_0190,0x100718,4G0907379H_0361,0x10ef6c,42,0xe854
4G0907379_0190,0x101c08,4G0907379H_0361,0x1112c4,42,0xf6bc
4G0907379_0190,0x10e01a,4G0907379H_0361,0x12099a,42,0x12980
4G0907379_0190,0x110dd0,4G0907379H_0361,0x12903c,42,0x1826c
4G0907379_0190,0x11828e,4G0907379H_0361,0x12ab04,42,0x12876
4G0907379_0190,0x11a474,4G0907379H_0361,0x13b0a0,42,0x20c2c
4G0907379_0190,0x121b9c,4G0907379H_0361,0x135d10,42,0x14174
4G0907379_0190,0x1241d2,4G0907379H_0361,0x136a1a,42,0x12848
4G0907379_0190,0x125e70,4G0907379H_0361,0x1380dc,42,0x1226c
4G0907379_0190,0x12923e,4G0907379H_0361,0x13bfca,42,0x12d8c
4G0907379_0190,0x12ffa5,4G0907379H_0361,0x1429b5,42,0x12a10
4G0907379_0190,0x133cd8,4G0907379H_0361,0x1467f0,42,0x12b18
4G0907379_0190,0x13609c,4G0907379H_0361,0x148a44,42,0x129a8
4G0907379_0190,0x13dad6,4G0907379H_0361,0x162f7e,42,0x254a8
4G0907379_0190,0x13fc3e,4G0907379H_0361,0x163eea,42,0x242ac
4G0907379_0190,0x14cf32,4G0907379H_0361,0x165e6e,42,0x18f3c
4G0907379_0190,0x14dc67,4G0907379H_0361,0x1663e7,42,0x18780
4G0907379_0190,0x14eab9,4G0907379H_0361,0x16675f,42,0x17ca6
4G0907379_0190,0x160029,4G0907379H_0361,0x17b493,42,0x1b46a
4G0907379_0190,0xdd722,4G0907379H_0361,0xebb14,41,0xe3f2
4G0907379_0190,0xe0f7c,4G0907379H_0361,0xf2338,41,0x113bc
4G0907379_0190,0xe57f0,4G0907379H_0361,0xf6cdc,41,0x114ec
4G0907379_0190,0xe646e,4G0907379H_0361,0xf7938,41,0x114ca
4G0907379_0190,0xe6aba,4G0907379H_0361,0xf7f48,41,0x1148e
4G0907379_0190,0xe6e0e,4G0907379H_0361,0xf828a,41,0x1147c
4G0907379_0190,0xed5a4,4G0907379H_0361,0xfdd4c,41,0x107a8
4G0907379_0190,0xf3750,4G0907379H_0361,0x100ebc,41,0xd76c
4G0907379_0190,0xf38e9,4G0907379H_0361,0x101b41,41,0xe258
4G0907379_0190,0xf7ed4,4G0907379H_0361,0x1074d0,41,0xf5fc
4G0907379_0190,0xfbc18,4G0907379H_0361,0x10b608,41,0xf9f0
4G0907379_0190,0xfc0fa,4G0907379H_0361,0x10cb52,41,0x10a58
4G0907379_0190,0xfc130,4G0907379H_0361,0x10cb88,41,0x10a58
4G0907379_0190,0xfc726,4G0907379H_0361,0x10d156,41,0x10a30
4G0907379_0190,0x10411c,4G0907379H_0361,0x120336,41,0x1c21a
4G0907379_0190,0x1042d2,4G0907379H_0361,0x120422,41,0x1c150
4G0907379_0190,0x104458,4G0907379H_0361,0x115918,41,0x114c0
4G0907379_0190,0x10645c,4G0907379H_0361,0x116df8,41,0x1099c
4G0907379_0190,0x10a0ee,4G0907379H_0361,0x117df2,41,0xdd04
4G0907379_0190,0x10a902,4G0907379H_0361,0x119814,41,0xef12
4G0907379_0190,0x10b252,4G0907379H_0361,0x11b1a2,41,0xff50
4G0907379_0190,0x10d322,4G0907379H_0361,0x11d2d6,41,0xffb4
4G0907379_0190,0x10d704,4G0907379H_0361,0x11dd4c,41,0x10648
4G0907379_0190,0x10d756,4G0907379H_0361,0x11dd9e,41,0x10648
4G0907379_0190,0x10d7c6,4G0907379H_0361,0x11de0e,41,0x10648
4G0907379_0190,0x10fcdc,4G0907379H_0361,0x1215f4,41,0x11918
4G0907379_0190,0x1103f0,4G0907379H_0361,0x1222b4,41,0x11ec4
4G0907379_0190,0x110646,4G0907379H_0361,0x12250a,41,0x11ec4
4G0907379_0190,0x113552,4G0907379H_0361,0x1244fa,41,0x10fa8
4G0907379_0190,0x114d62,4G0907379H_0361,0x12701a,41,0x122b8
4G0907379_0190,0x115b86,4G0907379H_0361,0x126c4e,41,0x110c8
4G0907379_0190,0x11b4ea,4G0907379H_0361,0x12d88a,41,0x123a0
4G0907379_0190,0x11ba24,4G0907379H_0361,0x12e11c,41,0x126f8
4G0907379_0190,0x11bf9c,4G0907379H_0361,0x12e68c,41,0x126f0
4G0907379_0190,0x11e1a4,4G0907379H_0361,0x1302a0,41,0x120fc
4G0907379_0190,0x11feec,4G0907379H_0361,0x1327e8,41,0x128fc
4G0907379_0190,0x1240a6,4G0907379H_0361,0x1368ee,41,0x12848
4G0907379_0190,0x128784,4G0907379H_0361,0x13bba8,41,0x13424
4G0907379_0190,0x128848,4G0907379H_0361,0x13bc6a,41,0x13422
4G0907379_0190,0x12bbde,4G0907379H_0361,0x13dd6a,41,0x1218c
4G0907379_0190,0x12d3e0,4G0907379H_0361,0x140130,41,0x12d50
4G0907379_0190,0x12de14,4G0907379H_0361,0x140560,41,0x1274c
4G0907379_0190,0x130e02,4G0907379H_0361,0x1439ee,41,0x12bec
4G0907379_0190,0x1323f0,4G0907379H_0361,0x145178,41,0x12d88
4G0907379_0190,0x1349f8,4G0907379H_0361,0x147538,41,0x12b40
4G0907379_0190,0x138fe6,4G0907379H_0361,0x17af96,41,0x41fb0
4G0907379_0190,0x13915c,4G0907379H_0361,0x17b01e,41,0x41ec2
4G0907379_0190,0x1394e2,4G0907379H_0361,0x17b24e,41,0x41d6c
4G0907379_0190,0x139658,4G0907379H_0361,0x17b2d6,41,0x41c7e
4G0907379_0190,0x150b90,4G0907379H_0361,0x1670a2,41,0x16512
4G0907379_0190,0x151cde,4G0907379H_0361,0x1672fc,41,0x1561e
4G0907379_0190,0x15ebce,4G0907379H_0361,0x16923a,41,0xa66c
4G0907379_0190,0x166099,4G0907379H_0361,0x17120b,41,0xb172
4G0907379_0190,0x173a74,4G0907379H_0361,0x16e8c8,41,-0x51ac
4G0907379_0190,0xdc930,4G0907379H_0361,0xeac38,40,0xe308
4G0907379_0190,0xdd24e,4G0907379H_0361,0xeb642,40,0xe3f4
4G0907379_0190,0xde7db,4G0907379H_0361,0xecc8f,40,0xe4b4
4G0907379_0190,0xe07e7,4G0907379H_0361,0xf1ba3,40,0x113bc
4G0907379_0190,0xe5446,4G0907379H_0361,0xf692e,40,0x114e8
4G0907379_0190,0xe5f19,4G0907379H_0361,0xf73e5,40,0x114cc
4G0907379_0190,0xe6123,4G0907379H_0361,0xf75e5,40,0x114c2
4G0907379_0190,0xe6b5e,4G0907379H_0361,0xf7eb6,40,0x11358
4G0907379_0190,0xf46b0,4G0907379H_0361,0x102b84,40,0xe4d4
4G0907379_0190,0xf4bfb,4G0907379H_0361,0x1023bb,40,0xd7c0
4G0907379_0190,0x1018c8,4G0907379H_0361,0x111cd8,40,0x10410
4G0907379_0190,0x1049da,4G0907379H_0361,0x115e6a,40,0x11490
4G0907379_0190,0x10b039,4G0907379H_0361,0x11a7c5,40,0xf78c
4G0907379_0190,0x10b10d,4G0907379H_0361,0x11a8a1,40,0xf794
4G0907379_0190,0x11111e,4G0907379H_0361,0x1257aa,40,0x1468c
4G0907379_0190,0x113853,4G0907379H_0361,0x1247fb,40,0x10fa8
4G0907379_0190,0x12b78e,4G0907379H_0361,0x13de9a,40,0x1270c
4G0907379_0190,0x12bc2f,4G0907379H_0361,0x13ddbb,40,0x1218c
4G0907379_0190,0x12e29a,4G0907379H_0361,0x140b12,40,0x12878
4G0907379_0190,0x134d30,4G0907379H_0361,0x1476d8,40,0x129a8
4G0907379_0190,0x136a08,4G0907379H_0361,0x149020,40,0x12618
4G0907379_0190,0x13a3d5,4G0907379H_0361,0x162305,40,0x27f30
4G0907379_0190,0x13e2de,4G0907379H_0361,0x16367c,40,0x2539e
4G0907379_0190,0x1406e2,4G0907379H_0361,0x16442c,40,0x23d4a
4G0907379_0190,0x152e06,4G0907379H_0361,0x16327e,40,0x10478
4G0907379_0190,0x16b271,4G0907379H_0361,0x169523,40,-0x1d4e
4G0907379_0190,0x1733ab,4G0907379H_0361,0x16e82b,40,-0x4b80
4G0907379_0190,0x179439,4G0907379H_0361,0x16d815,40,-0xbc24
4G0907379_0190,0xdc84e,4G0907379H_0361,0xeab5a,39,0xe30c
4G0907379_0190,0xdc8e0,4G0907379H_0361,0xeabec,39,0xe30c
4G0907379_0190,0xdd53f,4G0907379H_0361,0xeaa07,39,0xd4c8
4G0907379_0190,0xddafa,4G0907379H_0361,0xebeea,39,0xe3f0
4G0907379_0190,0xddfbc,4G0907379H_0361,0xec3b0,39,0xe3f4
4G0907379_0190,0xdf3e0,4G0907379H_0361,0xed888,39,0xe4a8
4G0907379_0190,0xdf530,4G0907379H_0361,0xed9d8,39,0xe4a8
4G0907379_0190,0xe0a48,4G0907379H_0361,0xf1e04,39,0x113bc
4G0907379_0190,0xe0ec4,4G0907379H_0361,0xf2280,39,0x113bc
4G0907379_0190,0xe118c,4G0907379H_0361,0xf2548,39,0x113bc
4G0907379_0190,0xe5912,4G0907379H_0361,0xf6dfe,39,0x114ec
4G0907379_0190,0xed244,4G0907379H_0361,0xfd9ec,39,0x107a8
4G0907379_0190,0xed676,4G0907379H_0361,0xfde1e,39,0x107a8
4G0907379_0190,0xeda20,4G0907379H_0361,0xfe1ca,39,0x107aa
4G0907379_0190,0xf11d0,4G0907379H_0361,0xff080,39,0xdeb0
4G0907379_0190,0xf1b68,4G0907379H_0361,0x105638,39,0x13ad0
4G0907379_0190,0xf37ad,4G0907379H_0361,0x100f19,39,0xd76c
4G0907379_0190,0xf3919,4G0907379H_0361,0x101b11,39,0xe1f8
4G0907379_0190,0xf509c,4G0907379H_0361,0x103404,39,0xe368
4G0907379_0190,0xf5ccc,4G0907379H_0361,0x1043d4,39,0xe708
4G0907379_0190,0xf5d20,4G0907379H_0361,0x104318,39,0xe5f8
4G0907379_0190,0xf74a6,4G0907379H_0361,0x106a12,39,0xf56c
4G0907379_0190,0xf944c,4G0907379H_0361,0x108af0,39,0xf6a4
4G0907379_0190,0xfb090,4G0907379H_0361,0x10aa70,39,0xf9e0
4G0907379_0190,0xfc1a2,4G0907379H_0361,0x10cbfa,39,0x10a58
4G0907379_0190,0x100e14,4G0907379H_0361,0x10f194,39,0xe380
4G0907379_0190,0x10142c,4G0907379H_0361,0x1118fc,39,0x104d0
4G0907379_0190,0x102c8a,4G0907379H_0361,0x113642,39,0x109b8
4G0907379_0190,0x1064a0,4G0907379H_0361,0x116e3c,39,0x1099c
4G0907379_0190,0x106d08,4G0907379H_0361,0x1166f0,39,0xf9e8
4G0907379_0190,0x106ea4,4G0907379H_0361,0x11644c,39,0xf5a8
4G0907379_0190,0x10904a,4G0907379H_0361,0x1186c6,39,0xf67c
4G0907379_0190,0x10a118,4G0907379H_0361,0x117e1c,39,0xdd04
4G0907379_0190,0x10b7f8,4G0907379H_0361,0x11b780,39,0xff88
4G0907379_0190,0x10de48,4G0907379H_0361,0x1207e4,39,0x1299c
4G0907379_0190,0x10fbaa,4G0907379H_0361,0x121fbe,39,0x12414
4G0907379_0190,0x10fe4c,4G0907379H_0361,0x12175c,39,0x11910
4G0907379_0190,0x110296,4G0907379H_0361,0x12215a,39,0x11ec4
4G0907379_0190,0x1104ce,4G0907379H_0361,0x122392,39,0x11ec4
4G0907379_0190,0x110578,4G0907379H_0361,0x12243c,39,0x11ec4
